NO,E KODU,ADI,SINIFI,FONKSİYONU,SAĞLIĞA ETKİSİ,DİKKAT
66,E217,Sodyum propil p-hidroksibenzoat,Koruyucular,Sentetik koruyucu,"Benzoatlar kronik ürtiker, astım, atopik dermatit, rinit ve anafilaksi ile ilişkili bulunmasına rağmen, bu bulguları destekleyen sınırlı sayıda çalışma bulunmaktadır. Yüksek dozların kullanılması histamin ve prostaglandin salınımına, ülserlere ve gastrik mukus salınımında değişikliklere neden olmaktadır. Astıma, sinirsel bozukluğa ve çocuklarda hiperaktiviteye, kurdeşene neden olabilir ve astımı ağırlaştırabilir. Bu gurubun önemli bir kısmını parabenler oluşturur. Parabenler gıda, kozmetik ve ilaçlarda koruyucu olarak kullanılırlar. Metil, etil, propil, butil paraben ve sodyum benzoat bunlara örnektirler. Dokulara yerleşen parabenler östrojen hormonlarını artırarak dengeyi bozmakta ve kanser tümörleri oluşmaktadır.  Benzoatlar gebeler üzerinde olumsuz etkilere neden olabilmektedir. Serum bilirubin değerinde düşüşe ve serum üre düzeyinde artışa sebep olur. Sonuçta, fetüsün sahip olduğu ortalama ağırlığı ve uzunluğu azalmaktadır. Genotoksik etkiler,baş ağrısı, bağırsak bozukluğu, alerji, beyinde zede, kilo kaybı, sinirsel bozukluklar, aşırı duyarlılık ve ağrı görülmüştür. Ayrıca östrojen hormonunu artırarak vücutta tümör oluşumuna sebebiyet vermektedir. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.",
67,E218,Metil p-hidroksibenzoat,Koruyucular,Benzoik asitten sentetik koruyucu,"Benzoatlar kronik ürtiker, astım, atopik dermatit, rinit ve anafilaksi ile ilişkili bulunmasına rağmen, bu bulguları destekleyen sınırlı sayıda çalışma bulunmaktadır. Yüksek dozların kullanılması histamin ve prostaglandin salınımına, ülserlere ve gastrik mukus salınımında değişikliklere neden olmaktadır. Astıma, sinirsel bozukluğa ve çocuklarda hiperaktiviteye, kurdeşene neden olabilir ve astımı ağırlaştırabilir. Bu gurubun önemli bir kısmını parabenler oluşturur. Parabenler gıda, kozmetik ve ilaçlarda koruyucu olarak kullanılırlar. Metil, etil, propil, butil paraben ve sodyum benzoat bunlara örnektirler. Dokulara yerleşen parabenler östrojen hormonlarını artırarak dengeyi bozmakta ve kanser tümörleri oluşmaktadır.  Benzoatlar gebeler üzerinde olumsuz etkilere neden olabilmektedir. Serum bilirubin değerinde düşüşe ve serum üre düzeyinde artışa sebep olur. Sonuçta, fetüsün sahip olduğu ortalama ağırlığı ve uzunluğu azalmaktadır. Genotoksik etkiler,baş ağrısı, bağırsak bozukluğu, alerji, beyinde zede, kilo kaybı, sinirsel bozukluklar, aşırı duyarlılık ve ağrı görülmüştür. Ayrıca östrojen hormonunu artırarak vücutta tümör oluşumuna sebebiyet vermektedir. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.",
68,E219,Sodyum metil p-hidroksibenzoat,Koruyucular,Benzoik asitten sentetik koruyucu,"Benzoatlar kronik ürtiker, astım, atopik dermatit, rinit ve anafilaksi ile ilişkili bulunmasına rağmen, bu bulguları destekleyen sınırlı sayıda çalışma bulunmaktadır. Yüksek dozların kullanılması histamin ve prostaglandin salınımına, ülserlere ve gastrik mukus salınımında değişikliklere neden olmaktadır. Astıma, sinirsel bozukluğa ve çocuklarda hiperaktiviteye, kurdeşene neden olabilir ve astımı ağırlaştırabilir. Bu gurubun önemli bir kısmını parabenler oluşturur. Parabenler gıda, kozmetik ve ilaçlarda koruyucu olarak kullanılırlar. Metil, etil, propil, butil paraben ve sodyum benzoat bunlara örnektirler. Dokulara yerleşen parabenler östrojen hormonlarını artırarak dengeyi bozmakta ve kanser tümörleri oluşmaktadır.  Benzoatlar gebeler üzerinde olumsuz etkilere neden olabilmektedir. Serum bilirubin değerinde düşüşe ve serum üre düzeyinde artışa sebep olur. Sonuçta, fetüsün sahip olduğu ortalama ağırlığı ve uzunluğu azalmaktadır. Genotoksik etkiler,baş ağrısı, bağırsak bozukluğu, alerji, beyinde zede, kilo kaybı, sinirsel bozukluklar, aşırı duyarlılık ve ağrı görülmüştür. Ayrıca östrojen hormonunu artırarak vücutta tümör oluşumuna sebebiyet vermektedir. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.",
69,E220,Sulfür dioksit,Koruyucular,Doğal koruyucu,"İnsanlarda ölüme kadar gidebilecek ciddi alerjik reaksiyonlara en çok neden olan koruyuculardan biridir. 1980 yılında ciddi alerjik tepkiler yaratarak 12 kişinin ölümüne neden olduğundan güvenli kabul edilen kimyasallar listesinde artık yer almamaktadır. Önlem olarak izin verilen miktarları oldukça azaltılmıştır. Mide büyümesi, iltihaplanmaya neden olabilir.  Astımlı hastalarda astım atakları başlatabilir.",Alerjen gıda
70,E221,Sodyum sulfit,Koruyucular,Sentetik koruyucu,"Astım rahatsızlığı olan hastalarda ataklara, bakterilerde mutasyona neden olduğu belirlenmiştir. Ayrıca tiaminde harabiyet yarattığı görülmüştür. Obezite oluşumuna karşı etkili olan leptin hormonunun salınımında azalma görülmüştür. Göğüste sıkışma, kurdeşen, karında kramp, ishal, kan basıncı düşmesi, başta yanma hissi, halsizlik, nabız hızlanması gibi bulgulara neden olur. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.Sülfitlere karşı duyarlılık esas olarak astımı olan
hastaları etkilemektedir. Bu kişilerde anafilaktik reaksiyonlar, dermatit, ürtiker, hipotansiyon, karın ağrısı ve diyare gibi reaksiyonlar gözlenebilir. Sülfitlerin, nitrik oksit ve taşıyıcıları ile reaksiyona girmesi sonucunda astım tedavisinde kullanılan ilaçların yolunu etkileyerek biyolojik toksisiteye neden olabileceği bildirilmiştir. Ancak bu yanıt immünolojik bir mekanizmadan çok, gıdalardan salınan kükürt dioksit buharıyla oro-bronş refleksinin uyarılması yoluyla gerçekleşmektedir.",Alerjen gıda
71,E222,Sodyum hidrojen sulfit,Koruyucular,Sentetik koruyucu; ağartıcı,"Astım rahatsızlığı olan hastalarda ataklara, bakterilerde mutasyona neden olduğu belirlenmiştir. Ayrıca tiaminde harabiyet yarattığı görülmüştür. Obezite oluşumuna karşı etkili olan leptin hormonunun salınımında azalma görülmüştür. Göğüste sıkışma, kurdeşen, karında kramp, ishal, kan basıncı düşmesi, başta yanma hissi, halsizlik, nabız hızlanması gibi bulgulara neden olur. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir. Sülfitlere karşı duyarlılık esas olarak astımı olan
hastaları etkilemektedir. Bu kişilerde anafilaktik reaksiyonlar, dermatit, ürtiker, hipotansiyon, karın ağrısı ve diyare gibi reaksiyonlar gözlenebilir. Sülfitlerin, nitrik oksit ve taşıyıcıları ile reaksiyona girmesi sonucunda astım tedavisinde kullanılan ilaçların yolunu etkileyerek biyolojik toksisiteye neden olabileceği bildirilmiştir. Ancak bu yanıt immünolojik bir mekanizmadan çok, gıdalardan salınan kükürt dioksit buharıyla oro-bronş refleksinin uyarılması yoluyla gerçekleşmektedir.",Alerjen gıda
72,E223,Sodyum metabisulfit,Koruyucular,Sentetik koruyucu; antioksidant,"Astım rahatsızlığı olan hastalarda ataklara, bakterilerde mutasyona neden olduğu belirlenmiştir. Ayrıca tiaminde harabiyet yarattığı görülmüştür.Sindirim kanalına girdikten sonra kükürtdioksie dönüşmekte ve bunun solunması ile de ani astım krizleri meydana gelebilmektedir. Genel olarak astımlı hastaların %5’inde astım ataklarının sülfitlerle ortaya çıktığı bildirilmektedir. Göğüste sıkışma, kurdeşen, karında kramp, ishal, kan basıncı düşmesi, başta yanma hissi, halsizlik, nabız hızlanması gibi bulgulara neden olur. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir. Sülfitlere karşı duyarlılık esas olarak astımı olan hastaları etkilemektedir. Bu kişilerde anafilaktik reaksiyonlar, dermatit, ürtiker, hipotansiyon, karın ağrısı ve diyare gibi reaksiyonlar gözlenebilir. Sülfitlerin, nitrik oksit ve taşıyıcıları ile reaksiyona girmesi sonucunda astım tedavisinde kullanılan ilaçların yolunu etkileyerek biyolojik toksisiteye neden olabileceği bildirilmiştir. Ancak bu yanıt immünolojik bir mekanizmadan çok, gıdalardan salınan kükürt dioksit buharıyla oro-bronş refleksinin uyarılması yoluyla gerçekleşmektedir.",Alerjen gıda
73,E224,Potasyum metabisulfit,Koruyucular,Sentetik koruyucu,"Astım rahatsızlığı olan hastalarda ataklara, bakterilerde mutasyona neden olduğu belirlenmiştir. Ayrıca tiaminde harabiyet yarattığı görülmüştür. Göğüste sıkışma, kurdeşen, karında kramp, ishal, kan basıncı düşmesi, başta yanma hissi, halsizlik, nabız hızlanması gibi bulgulara neden olur. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir. Sülfitlere karşı duyarlılık esas olarak astımı olan
hastaları etkilemektedir. Bu kişilerde anafilaktik reaksiyonlar, dermatit, ürtiker, hipotansiyon, karın ağrısı ve diyare gibi reaksiyonlar gözlenebilir. Sülfitlerin, nitrik oksit ve taşıyıcıları ile reaksiyona girmesi sonucunda astım tedavisinde kullanılan ilaçların yolunu etkileyerek biyolojik toksisiteye neden olabileceği bildirilmiştir. Ancak bu yanıt immünolojik bir mekanizmadan çok, gıdalardan salınan kükürt dioksit buharıyla oro-bronş refleksinin uyarılması yoluyla gerçekleşmektedir.",Alerjen gıda
74,E225,Potasyum sulfit,Koruyucular,Sentetik koruyucu,"Astım rahatsızlığı olan hastalarda ataklara, bakterilerde mutasyona neden olduğu belirlenmiştir. Ayrıca tiaminde harabiyet yarattığı görülmüştür. Göğüste sıkışma, kurdeşen, karında kramp, ishal, kan basıncı düşmesi, başta yanma hissi, halsizlik, nabız hızlanması gibi bulgulara neden olur. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir. Sülfitlere karşı duyarlılık esas olarak astımı olan
hastaları etkilemektedir. Bu kişilerde anafilaktik reaksiyonlar, dermatit, ürtiker, hipotansiyon, karın ağrısı ve diyare gibi reaksiyonlar gözlenebilir. Sülfitlerin, nitrik oksit ve taşıyıcıları ile reaksiyona girmesi sonucunda astım tedavisinde kullanılan ilaçların yolunu etkileyerek biyolojik toksisiteye neden olabileceği bildirilmiştir. Ancak bu yanıt immünolojik bir mekanizmadan çok, gıdalardan salınan kükürt dioksit buharıyla oro-bronş refleksinin uyarılması yoluyla gerçekleşmektedir.",Alerjen gıda
75,E226,Kalsiyum sulfit,Koruyucular,Sentetik koruyucu,"Astım rahatsızlığı olan hastalarda ataklara, bakterilerde mutasyona neden olduğu belirlenmiştir. Ayrıca tiaminde harabiyet yarattığı görülmüştür. Göğüste sıkışma, kurdeşen, karında kramp, ishal, kan basıncı düşmesi, başta yanma hissi, halsizlik, nabız hızlanması gibi bulgulara neden olur. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir. Sülfitlere karşı duyarlılık esas olarak astımı olan
hastaları etkilemektedir. Bu kişilerde anafilaktik reaksiyonlar, dermatit, ürtiker, hipotansiyon, karın ağrısı ve diyare gibi reaksiyonlar gözlenebilir. Sülfitlerin, nitrik oksit ve taşıyıcıları ile reaksiyona girmesi sonucunda astım tedavisinde kullanılan ilaçların yolunu etkileyerek biyolojik toksisiteye neden olabileceği bildirilmiştir. Ancak bu yanıt immünolojik bir mekanizmadan çok, gıdalardan salınan kükürt dioksit buharıyla oro-bronş refleksinin uyarılması yoluyla gerçekleşmektedir.",Alerjen gıda
76,E227,Kalsiyum hidrojen sulfit,Koruyucular,Sentetik koruyucu,"Astım rahatsızlığı olan hastalarda ataklara, bakterilerde mutasyona neden olduğu belirlenmiştir. Ayrıca tiaminde harabiyet yarattığı görülmüştür. Göğüste sıkışma, kurdeşen, karında kramp, ishal, kan basıncı düşmesi, başta yanma hissi, halsizlik, nabız hızlanması gibi bulgulara neden olur. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir. Sülfitlere karşı duyarlılık esas olarak astımı olan
hastaları etkilemektedir. Bu kişilerde anafilaktik reaksiyonlar, dermatit, ürtiker, hipotansiyon, karın ağrısı ve diyare gibi reaksiyonlar gözlenebilir. Sülfitlerin, nitrik oksit ve taşıyıcıları ile reaksiyona girmesi sonucunda astım tedavisinde kullanılan ilaçların yolunu etkileyerek biyolojik toksisiteye neden olabileceği bildirilmiştir. Ancak bu yanıt immünolojik bir mekanizmadan çok, gıdalardan salınan kükürt dioksit buharıyla oro-bronş refleksinin uyarılması yoluyla gerçekleşmektedir.",Alerjen gıda
77,E228,Potasyum hidrojen sulfit,Koruyucular,Sentetik koruyucu,"Astım rahatsızlığı olan hastalarda ataklara, bakterilerde mutasyona neden olduğu belirlenmiştir. Ayrıca tiaminde harabiyet yarattığı görülmüştür. Göğüste sıkışma, kurdeşen, karında kramp, ishal, kan basıncı düşmesi, başta yanma hissi, halsizlik, nabız hızlanması gibi bulgulara neden olur. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir. Sülfitlere karşı duyarlılık esas olarak astımı olan
hastaları etkilemektedir. Bu kişilerde anafilaktik reaksiyonlar, dermatit, ürtiker, hipotansiyon, karın ağrısı ve diyare gibi reaksiyonlar gözlenebilir. Sülfitlerin, nitrik oksit ve taşıyıcıları ile reaksiyona girmesi sonucunda astım tedavisinde kullanılan ilaçların yolunu etkileyerek biyolojik toksisiteye neden olabileceği bildirilmiştir. Ancak bu yanıt immünolojik bir mekanizmadan çok, gıdalardan salınan kükürt dioksit buharıyla oro-bronş refleksinin uyarılması yoluyla gerçekleşmektedir.",Alerjen gıda
78,E230,Bifenil,Koruyucular,Sentetik koruyucu,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
79,E231,2-hidroksibifenil,Koruyucular,Sentetik koruyucu,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
80,E232,Sodyum biphenyl-2-yl oxide,Koruyucular,Sentetik koruyucu,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
81,E233,Thiabendazol,Koruyucular,Sentetik koruyucu,"Hamilelik ve bebek üzerinde olumsuz etkiler yaratmaktadır. Fetal ağırlıkta azalma, tiroid bezlerinde foliküler hücre hiperplazisi görülmüştür. Thiabendazol, karaciğer enzimlerinde indüksiyona bağlı hipertrofiye sebep olmaktadır. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.",
82,E234,Nisin,Koruyucular,Doğal antibiyotik,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
83,E235,"Pimarasin, Natamisin",Koruyucular,Doğal antibiyotik,"Bulantı, ishal. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.",
84,E236,Formik asit,Koruyucular,"Doğal asit, koruyucu",Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
85,E237,Sodyum format,Koruyucular,"Doğal tuz, koruyucu",Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
86,E238,Kalsiyum format,Koruyucular,"Doğal tuz, koruyucu",Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
87,E239,"Heksamin, Hekzametilen tetramin",Koruyucular,Sentetik koruyucu,Hamilelik ve bebek üzerinde olumsuz etkiler yaratmaktadır. Erken doğum riskini arttırır.Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
88,E240,Formaldehid,Koruyucular,Koruyucu,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
89,E242,Dimetilkarbonat,Koruyucular,Sentetik koruyucu,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
90,E243,Etil laurol arjinat,Koruyucular,Sentetik koruyucu,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
91,E249,Potasyum nitrit,Koruyucular,"Doğal tuz, koruyucu","Zona gromerulozada hipertrofi, Nitritler kana geçerek methemoglobini oluşturmak amacıyla hemoglobinle birleşir. Methemoglobin ise hemoglobinin oksijen taşıma görevine engel olmaktadır. Nitritler gastrointestinal sistemde mide asidi ile birlikte reaksiyona girer ve nitröz asit (HNO2) oluşumuna neden olurlar. Nitröz asitler ise bazı aminler ile reaksiyona girerek nitröz aminleri oluşturur. Bu maddelerin genotoksik ve karsinojenik etki gösterdiği ve kanserli hücrelerin ve tümörlerin oluşumunda rol oynadığı bildirilmiştir. Nitrit ve nitratların çocuklarda çok tüketimi ömür boyu methemoglobinemia riskinden bahsedilebilmektedir. Özellikle fazla bira tüketenlerde NDMA (N-nitrosodimetilamin) fazla oranda alındığı için kola-rektal kanser riski de yüksektir. Ayrıca kesin olmamakla beraber baş-boyun kanserlerinde de hafif bir artış gözlenmiştir. Nitritler gebeler üzerinde olumsuz etkilere neden olabilmektedir. Serum bilirubin değerinde düşüşe ve serum üre düzeyinde artışa sebep olur. Sonuçta, fetüsün sahip olduğu ortalama ağırlığı ve uzunluğu azalmaktadır. N-nitrozo bileşikler de karaciğer, özefagus, böbrek, mide, barsak, merkezi sinir sistemi ve lenfoid sistem kanserlerine sebep olurlar. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.",
92,E250,Sodyum nitrit,Koruyucular,"Doğal tuz, koruyucu","Zona gromerulozada hipertrofi, Nitritler kana geçerek methemoglobini oluşturmak amacıyla hemoglobinle birleşir. Methemoglobin ise hemoglobinin oksijen taşıma görevine engel olmaktadır. Nitritler gastrointestinal sistemde mide asidi ile birlikte reaksiyona girer ve nitröz asit (HNO2) oluşumuna neden olurlar. Nitröz asitler ise bazı aminler ile reaksiyona girerek nitröz aminleri oluşturur. Bu maddelerin genotoksik ve karsinojenik etki gösterdiği ve kanserli hücrelerin ve tümörlerin oluşumunda rol oynadığı bildirilmiştir. Nitrit ve nitratların çocuklarda çok tüketimi ömür boyu methemoglobinemia riskinden bahsedilebilmektedir. Özellikle fazla bira tüketenlerde NDMA (N-nitrosodimetilamin) fazla oranda alındığı için kola-rektal kanser riski de yüksektir. Ayrıca kesin olmamakla beraber baş-boyun kanserlerinde de hafif bir artış gözlenmiştir. Nitritler gebeler üzerinde olumsuz etkilere neden olabilmektedir. Gebelerin kan değerlerinden hemoglobin ve hematokrit düzeylerini düşürür. Serum bilirubin değerinde düşüşe ve serum üre düzeyinde artışa sebep olur. Sonuçta, fetüsün sahip olduğu ortalama ağırlığı ve uzunluğu azalmaktadır. N-nitrozo bileşikler de karaciğer, özefagus, böbrek, mide, barsak, merkezi sinir sistemi ve lenfoid sistem kanserlerine sebep olurlar. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir. Uluslararası Kanser Araştırma Ajansı (IARC) bireyler için ‘olası kanser yapıcı faktörler’ olarak bölümlendirilmiştir. ",
93,E251,Sodyum nitrat,Koruyucular,"Doğal tuz, koruyucu","İyot emiliminde minör azalma. Nitratlar vücuda alındıktan sonra,özellikle bebeklerde bilinç hasarına ve mortaliteye sebebiyet verebilecek olan methemoglobini üretmek amacıyla hemoglobin ile tepkimeye girip nitritlere çevrilir.Nitrit ve nitratların çocuklarda çok tüketimi ömür boyu methemoglobinemia riskinden bahsedilebilmektedir. Özellikle fazla bira tüketenlerde NDMA (N-nitrosodimetilamin) fazla oranda alındığı için kola-rektal kanser riski de yüksektir. Ayrıca kesin olmamakla beraber baş-boyun kanserlerinde de hafif bir artış gözlenmiştir. N-nitrozo bileşikler de karaciğer, özefagus, böbrek, mide, barsak, merkezi sinir sistemi ve lenfoid sistem kanserlerine sebep olurlar. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir. Uluslararası Kanser Araştırma Ajansı (IARC) bireyler için ‘olası kanser yapıcı faktörler’ olarak bölümlendirilmiştir. ",
94,E252,Potasyum nitrat,Koruyucular,"Doğal tuz, koruyucu","İyot emiliminde minör azalma. Nitratlar vücuda alındıktan sonra,özellikle bebeklerde bilinç hasarına ve mortaliteye sebebiyet verebilecek olan methemoglobini üretmek amacıyla hemoglobin ile tepkimeye girip nitritlere çevrilir.Nitrit ve nitratların çocuklarda çok tüketimi ömür boyu methemoglobinemia riskinden bahsedilebilmektedir. Özellikle fazla bira tüketenlerde NDMA (N-nitrosodimetilamin) fazla oranda alındığı için kola-rektal kanser riski de yüksektir. Ayrıca kesin olmamakla beraber baş-boyun kanserlerinde de hafif bir artış gözlenmiştir. N-nitrozo bileşikler de karaciğer, özefagus, böbrek, mide, barsak, merkezi sinir sistemi ve lenfoid sistem kanserlerine sebep olurlar. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.",
95,E260,Asetik asit,Koruyucular,"Doğal asit, koruyucu",Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
96,E261,Potasyum asetat,Koruyucular,"Koruyucu, doğal tuz",Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
97,E262,Sodyum asetat,Koruyucular,"Koruyucu, doğal tuz",Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
98,E263,Kalsiyum asetat,Koruyucular,"Koruyucu, doğal tuz",Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
99,E270,Laktik asit,Koruyucular,Doğal asit,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,Alerjen gıda
100,E280,Propionik asit,Koruyucular,Doğal asit,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
101,E281,Sodyum propionat,Koruyucular,Doğal tuz,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
102,E282,Kalsyum propionat,Koruyucular,Doğal tuz,"İnsan lenfosit hücrelerinde önemli derecede DNA hasarı gözlenmiştir. Küçük yaştaki çocuklarda dikkat eksikliği, uyku problemleri ve huzursuzluk gibi yan etkiler açığa çıkarmıştır. Hücre çoğalmasını yavaşlatarak kromozom anormalilerine sebep olabilmektedir. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.",
103,E283,Potasyum propionat,Koruyucular,Doğal tuz,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
104,E284,Borik asit,Koruyucular,Doğal asit,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
105,E285,Sodyum tetraborat(boraks),Koruyucular,Doğal asit,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
106,E290,Karbon dioksit,Koruyucular,Doğal gaz,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
107,E296,Malik asit,Koruyucular,Asit,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
108,E297,Fumarik asit,Koruyucular,Doğal asit,Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
109,E300,Askorbik asit,"Antioksidanlar, asitliği düzenleyiciler","Doğal antioksidan, vitamin C",,
110,E301,Sodyum askorbat,"Antioksidanlar, asitliği düzenleyiciler","Doğal antioksidan, vitamin C",,
111,E302,Kalsiyum askorbat,"Antioksidanlar, asitliği düzenleyiciler","Doğal antioksidan, vitamin C",,
112,E304,L-askorbil palmitat,"Antioksidanlar, asitliği düzenleyiciler",Sentetik antioksidan,,
113,E306,Tokoferolce zenginlestirilmis ekstrakt,"Antioksidanlar, asitliği düzenleyiciler","Doğal antioksidan, vitamin E",,
114,E307,Alfa-tokoferol,"Antioksidanlar, asitliği düzenleyiciler","Sentetik antioksidan, vitamin E",Kolesterol artışına neden olabilir.,
115,E308,Gamma-tokoferol,"Antioksidanlar, asitliği düzenleyiciler","Sentetik antioksidan, vitamin E",,
116,E309,Delta-tokoferol,"Antioksidanlar, asitliği düzenleyiciler","Sentetik antioksidan, vitamin E",,
117,E310,Propil gallat,"Antioksidanlar, asitliği düzenleyiciler",Sentetik antioksidan,"Karaciğer enzim aktivitesinde artış, hemoglobin ve kırmızı hücre sayısında azalma, karaciğerde karabiyete ve bağırsaklarda irritasyona neden olabilmektedir. Çoğunlukla BHA ve BHT katkı maddeleri ile birlikte kullanılır. Kansere sebep olabilir. Gastrit ve cilt tahrişine neden olabilir, kandaki hemoglobine zarar verdiği için bebek ve küçük çocuk gıdalarında izin verilmemiştir.",
118,E311,Oktil gallat(çıkarıldı),"Antioksidanlar, asitliği düzenleyiciler",Sentetik antioksidan,"Kc harabiyeti, barsaklarda irritasyon",
119,E312,Dodesil gallat(çıkarıldı),"Antioksidanlar, asitliği düzenleyiciler",Sentetik antioksidan,"Kc harabiyeti, barsaklarda irritasyon",
120,E313,Thiodipropiyonik asit,"Antioksidanlar, asitliği düzenleyiciler",Sentetik antioksidan,,
121,E314,Guaiac Gum,"Antioksidanlar, asitliği düzenleyiciler",Doğal antioksidan,,
122,E315,Eritorbik asit,"Antioksidanlar, asitliği düzenleyiciler",Sentetik antioksidan,,
123,E316,Sodyum eritorbat,"Antioksidanlar, asitliği düzenleyiciler",Sentetik antioksidan,,
124,E319,Bütilhidroksinon(TBHQ),"Antioksidanlar, asitliği düzenleyiciler",Sentetik antioksidan,,
125,E320,Butillendirilmis hidroksi anisol (BHA),"Antioksidanlar, asitliği düzenleyiciler",Sentetik antioksidan,"Ön mide büyümesi, deri döküntüsü, hiperaktivite, kansere sebep olabilir. Bebek mamalarında kullanımına izin verilmemiştir.",
126,E321,Butillendirilmis hidroksi toluen (BHT),"Antioksidanlar, asitliği düzenleyiciler",Sentetik antioksidan,"Deri döküntüsü, hiperaktivite, kansere sebep olabilir. Yüksek dozlardaki alımıyla karaciğerde hepatocellüler nekroza neden olmaktadır. Emzirme dönemindeki annelerin kilo alımının azalmasına ve sürecin daha sağlıksız ilerlemesine neden olmuştur. Bebek mamalarında kullanımına izin verilmemiştir.",
127,E322,Lesitin,"Antioksidanlar, asitliği düzenleyiciler",Doğal emülgatör,,Alerjen gıda
128,E325,Sodyum laktat,"Antioksidanlar, asitliği düzenleyiciler",Laktik asidin sodium tuzu,,
129,E326,Potasyum laktat,"Antioksidanlar, asitliği düzenleyiciler",Laktik asidin potasyum tuzu,,
130,E327,Kalsiyum laktat,"Antioksidanlar, asitliği düzenleyiciler",Laktik asidin kalsiyum tuzu,,
131,E330,Sitrik asit,"Antioksidanlar, asitliği düzenleyiciler",Asitlik düzenleyici,İnsan lenfosit hücrelerinde önemli derecede DNA hasarı gözlenmiştir.,
132,E331,Sodyum sitratlar,"Antioksidanlar, asitliği düzenleyiciler",Asitlik düzenleyici,,
133,E332,Potasyum sitratlar,"Antioksidanlar, asitliği düzenleyiciler",Asitlik düzenleyici,,
134,E333,Kalsiyum sitratlar,"Antioksidanlar, asitliği düzenleyiciler",Asitlik düzenleyici,,
135,E334,Tartarik asit (L(+)-),"Antioksidanlar, asitliği düzenleyiciler",Doğal asit,,
136,E335,Sodyum tartaratlar,"Antioksidanlar, asitliği düzenleyiciler",Tartarik asidin tuzu,,
137,E336,Potasyum tartaratlar,"Antioksidanlar, asitliği düzenleyiciler",Tartarik asidin tuzu,,
138,E337,Sodyum potasyum tartarat,"Antioksidanlar, asitliği düzenleyiciler",Tartarik asidin tuzu,,
139,E338,Fosforik asit,"Antioksidanlar, asitliği düzenleyiciler",Tampon,İnsan lenfosit hücrelerinde önemli derecede DNA hasarı gözlenmiştir.,
140,E339,Sodyum fosfatlar,"Antioksidanlar, asitliği düzenleyiciler",Tampon,,
141,E340,Potasyum fosfatlar,"Antioksidanlar, asitliği düzenleyiciler",Tampon,,
142,E341,Kalsiyum fosfatlar,"Antioksidanlar, asitliği düzenleyiciler",Tampon,,
143,E343,Magnezyum fosfatlar,"Antioksidanlar, asitliği düzenleyiciler",Tampon,,
144,E350,Sodyum malat,"Antioksidanlar, asitliği düzenleyiciler",Malik asidin sodyum tuzu,,
